,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
55950,28676,Yohann Diniz,M,38.0,185.0,66.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
55954,28677,Luciana Diniz-Knippling,F,45.0,175.0,55.0,Portugal,POR,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
55968,28685,Loredana Dinu (Iordchioiu-),F,32.0,168.0,60.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Gold
55972,28688,"Ikechukwu Somtochukwu ""Ike"" Diogu",M,32.0,206.0,115.0,Nigeria,NGR,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
56042,28714,Nuria Lidn Diosdado Garca,F,25.0,170.0,55.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,
56043,28715,Antoine Diot,M,27.0,193.0,86.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,
56054,28720,Mame Diodio Diouf,F,31.0,170.0,70.0,Senegal,SEN,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
56065,28727,Adrien Dipanda,M,28.0,202.0,105.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
56072,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
56073,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Backstroke,Gold
56074,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
56075,28734,"Madeline Jane ""Maya"" DiRado",F,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,Silver
56085,28741,Carlien Clemens Dirkse van den Heuvel,F,29.0,170.0,56.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Silver
56090,28744,Etenesh Diro Neda,F,25.0,168.0,49.0,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Women's 3,000 metres Steeplechase",
56092,28746,Michael DiSanto,M,26.0,185.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,
56116,28752,Wiam Dislam,F,28.0,180.0,69.0,Morocco,MAR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Heavyweight,
56128,28759,Christian Dissinger,M,24.0,203.0,105.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
56132,28762,Cline Distel-Bonnet,F,29.0,170.0,69.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,
56133,28763,Dominik Distelberger,M,26.0,186.0,81.0,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Decathlon,
56245,28813,Adam Graham Dixon,M,29.0,169.0,70.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,
56246,28814,Alyson Dixon,F,37.0,155.0,43.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
56365,28878,Tervel Ivaylov Dlagnev,M,30.0,188.0,122.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",
56367,28879,Amanda Sinegugu Dlamini,F,28.0,162.0,61.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,
56408,28901,Mariya Dmitriyenko,F,28.0,167.0,56.0,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Women's Trap,
56417,28903,Denis Sergeyevich Dmitriyev,M,30.0,177.0,90.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Sprint,Bronze
56418,28903,Denis Sergeyevich Dmitriyev,M,30.0,177.0,90.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,
56423,28906,Darya Yevgenyevna Dmitriyeva,F,20.0,178.0,74.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
56425,28908,Lyudmila Vladimirovna Dmitriyeva,F,27.0,180.0,70.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,
56435,28914,Olena Mykolavna Dmytrash,F,24.0,173.0,51.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
56441,28917,Ruslan Hryhorovych Dmytrenko,M,30.0,180.0,67.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,
56455,28924,Nicolas d'Oriano,M,19.0,175.0,68.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"Swimming Men's 1,500 metres Freestyle",
56467,28927,Julien d'Ortoli,M,32.0,180.0,75.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,
56482,28937,Allan Lopes Mamdio do Carmo,M,27.0,174.0,73.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 10 kilometres Open Water,
56524,28958,Patryk Dobek,M,22.0,187.0,75.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles,
56642,29012,Charlotte Dobson,F,30.0,168.0,62.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,
56665,29030,Sbastien Dockier,M,26.0,175.0,74.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
56696,29041,"Alvaro Affonso ""Doda"" de Miranda Neto",M,43.0,186.0,86.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",
56697,29041,"Alvaro Affonso ""Doda"" de Miranda Neto",M,43.0,186.0,86.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",
56701,29044,Kyle Dodd,M,22.0,178.0,80.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's BMX,
56710,29051,Tony Boyd Dodds,M,29.0,183.0,68.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,
56741,29069,Jeremy Dodson,M,28.0,180.0,72.0,Samoa,SAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 200 metres,
56788,29099,Patrick Dogue,M,24.0,197.0,81.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,
56813,29113,Carl Dohmann,M,26.0,183.0,62.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
56816,29114,John-John Dohmen,M,28.0,174.0,69.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
56827,29121,Kazuto Doi,M,24.0,175.0,65.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,
56829,29122,Manami Doi,F,22.0,167.0,64.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,
56830,29123,Misaki Doi,F,25.0,159.0,55.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,
56831,29123,Misaki Doi,F,25.0,159.0,55.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,
56845,29132,Eleni Doika,F,20.0,168.0,49.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,
56909,29160,Jure Dolenec,M,27.0,190.0,93.0,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
56933,29171,Mariya Sergeyevna Dolgikh (Zelenova-),F,29.0,176.0,62.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,
56936,29173,Mikhail Viktorovich Dolgolevets,M,26.0,185.0,81.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Heavyweight,
56947,29177,Irina Yuryevna Dolgova,F,20.0,153.0,48.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,
56954,29181,Maksym Eduardovych Dolhov,M,20.0,176.0,71.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,
57006,29201,Keagan Larenzo Dolly,M,23.0,173.0,67.0,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
57011,29204,Tiberiu Alexandru Dolniceanu,M,28.0,179.0,79.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",
57058,29222,Marina Frantsevna Domantsevich,F,32.0,162.0,51.0,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
57065,29226,Wuta Waco Bige Dombaxi,F,30.0,180.0,92.0,Angola,ANG,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
57107,29254,Wagner Jos Alberto Carvalho Domingos,M,33.0,187.0,100.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Hammer Throw,
57138,29276,Mnica Patricia Domnguez Lara,F,28.0,162.0,58.0,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,
57148,29282,Slvia Domnguez Fernndez,F,29.0,167.0,64.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Silver
57163,29292,Sam Dommer,M,24.0,188.0,92.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,
57170,29297,Apisai Raviyawa Domolailai,M,27.0,192.0,98.0,Fiji,FIJ,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
57269,29336,Fabrizio Donato,M,39.0,189.0,83.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
57271,29337,Franco Peru Donato,M,34.0,165.0,64.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,
57294,29347,Karin Donckers,F,45.0,168.0,57.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",
57323,29359,Nazl ala Dnerta,F,25.0,173.0,69.0,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,
57333,29366,Dong Bin,M,27.0,180.0,74.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,Bronze
57337,29368,Dong Dong,M,27.0,168.0,57.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,Silver
57347,29372,Dong Guojian,M,29.0,170.0,55.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
57349,29374,Dong Jie,F,17.0,170.0,62.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,
57364,29383,Auriol Dongmo Mekemnang,F,26.0,173.0,95.0,Cameroon,CMR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,
57377,29390,Rubens Valeriano Donizete,M,36.0,173.0,69.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Mountainbike, Cross-Country",
57380,29393,Samuil Emilov Donkov,M,33.0,170.0,68.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Air Pistol, 10 metres",
57381,29393,Samuil Emilov Donkov,M,33.0,170.0,68.0,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",
57404,29410,Steven Gerard Donnelly,M,27.0,180.0,69.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Welterweight,
57449,29435,Yevgeny Yevganyevich Donskoy,M,26.0,185.0,74.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
57457,29440,Hoi Kem Doo,F,19.0,166.0,60.0,Hong Kong,HKG,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,
57458,29440,Hoi Kem Doo,F,19.0,166.0,60.0,Hong Kong,HKG,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,
57463,29444,Logan Dooley,M,28.0,175.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,
57496,29457,Valdas Dopolskas,M,24.0,183.0,69.0,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
57505,29460,Clemens Doppler,M,35.0,200.0,87.0,Austria-2,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,
57597,29497,Troy Doris,M,27.0,172.0,74.0,Guyana,GUY,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
57628,29507,Dorjkhandyn Khderbulga,M,24.0,181.0,102.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",
57629,29508,Dorjnyambuugiin Otgondalai,M,28.0,170.0,60.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Bronze
57648,29513,Dorjsurengiin Sumiya,F,25.0,160.0,59.0,Mongolia,MGL,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Lightweight,Silver
57659,29520,Sam Dorman,M,24.0,175.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Springboard,Silver
57724,29555,Frantz Mike Itelord Dorsainvil,M,25.0,170.0,59.0,Haiti,HAI,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
57745,29569,Ane Marcelle Gomes dos Santos,F,22.0,153.0,53.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,
57746,29569,Ane Marcelle Gomes dos Santos,F,22.0,153.0,53.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Team,
57756,29573,Clarissa Cristina dos Santos,F,28.0,183.0,89.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,
57780,29582,Janete Viegas dos Santos,F,25.0,175.0,68.0,Angola,ANG,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,
57783,29585,Jlia Vasconcelos dos Santos,F,24.0,173.0,57.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,
57792,29590,Marlson Gomes dos Santos,M,38.0,174.0,58.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Marathon,
57794,29591,Marily dos Santos,F,38.0,158.0,46.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
57806,29595,Peterson dos Santos,M,25.0,181.0,70.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,
57814,29601,Thiagus Petrus Gonalves dos Santos,M,27.0,198.0,104.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,
57817,29604,Vtor Hugo Silva Mouro dos Santos,M,20.0,185.0,74.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 100 metres,
57818,29604,Vtor Hugo Silva Mouro dos Santos,M,20.0,185.0,74.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,
57832,29610,Mrio Jos dos Santos Jnior,M,36.0,171.0,60.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,
57840,29618,Sara Dosho,F,21.0,159.0,69.0,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",Gold
57847,29624,Celtus Williams Abiola Dossou Yovo,M,30.0,175.0,89.0,Benin,BEN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,
57851,29627,Josef Dostl,M,23.0,202.0,115.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver
57852,29627,Josef Dostl,M,23.0,202.0,115.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
57915,29644,Luca Dotto,M,26.0,192.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,
57916,29644,Luca Dotto,M,26.0,192.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,
57917,29644,Luca Dotto,M,26.0,192.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,
57918,29644,Luca Dotto,M,26.0,192.0,80.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,
57967,29663,Natasa Douchev-Janics,F,34.0,174.0,68.0,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",
57978,29668,Gabriella Al-Doueihy,F,17.0,,,Lebanon,LIB,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 400 metres Freestyle,
58020,29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
58021,29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,Gold
58022,29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
58023,29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
58024,29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",F,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
58064,29713,Douglas dos Santos Justino de Melo,M,22.0,173.0,69.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
58080,29722,Owain Daniel John Doull,M,23.0,181.0,73.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
58102,29737,"Konstantinos Alexandros ""Kostas"" Douvalidis-Ricks",M,29.0,181.0,78.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,
58136,29754,Mikhail Dzhavanshirovich Dovgalyuk,M,21.0,,,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,
58154,29761,Ivan Viktorovych Dovhodko,M,27.0,196.0,100.0,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,
58178,29775,Anna Dowgiert,F,26.0,178.0,65.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
58179,29775,Anna Dowgiert,F,26.0,178.0,65.0,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,
58202,29788,"Rebecca Lauren ""Beckie"" Downie",F,24.0,156.0,55.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,
58203,29788,"Rebecca Lauren ""Beckie"" Downie",F,24.0,156.0,55.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
58204,29788,"Rebecca Lauren ""Beckie"" Downie",F,24.0,156.0,55.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
58205,29789,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,
58206,29789,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,
58207,29789,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,
58208,29789,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,
58209,29789,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,
58210,29789,"Elissa Rebecca Louis ""Ellie"" Downie",F,17.0,162.0,60.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Balance Beam,
58261,29813,Fiona Doyle,F,24.0,175.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,
58262,29813,Fiona Doyle,F,24.0,175.0,65.0,Ireland,IRL,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Breaststroke,
58267,29817,Lauren Doyle,F,25.0,168.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,
58301,29842, Th Anh,F,20.0,165.0,58.0,Vietnam,VIE,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",
58319,29849,Novak okovi,M,29.0,188.0,80.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Singles,
58320,29849,Novak okovi,M,29.0,188.0,80.0,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
58338,29858,Jonathan Drack,M,27.0,184.0,73.0,Mauritius,MRI,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Triple Jump,
58360,29869,Marin Draganja,M,25.0,185.0,80.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,
58363,29870,Marie-Louise Drger,F,35.0,170.0,59.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,
58422,29890,Marian Drgulescu,M,35.0,163.0,64.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,
58423,29890,Marian Drgulescu,M,35.0,163.0,64.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,
58424,29890,Marian Drgulescu,M,35.0,163.0,64.0,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar,
58437,29898,Aneka Drahotov,F,21.0,180.0,57.0,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,
58440,29899,Felix Drahotta,M,27.0,200.0,102.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Silver
58468,29914,Theodora Drakou,F,24.0,169.0,67.0,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,
58471,29915,Rok Draki,M,29.0,166.0,75.0,Slovenia,SLO,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Lightweight,
58492,29927,Zakaria Draoui,M,22.0,160.0,60.0,Algeria,ALG,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,
58501,29933,"Jessica Margaret Aida ""Jess"" Draskau-Petersson",F,38.0,170.0,62.0,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Marathon,
